Accident_ID,Date,Time,Location,Weather_Condition,Road_Surface,Light_Condition,Vehicle_Type,Driver_Age,Driver_Gender,Speed_kmph,Alcohol_Involved,Number_of_Vehicles,Number_of_Casualties,Accident_Severity,Day_of_Week,Month
1494,2023-05-22,15:47,Hyderabad,Rain,Dry,Daylight,Motorcycle,24,Male,56,No,4,2,Serious,Monday,May
1495,2024-01-11,12:21,Hyderabad,Clear,Snowy,Daylight,Bicycle,47,Male,30,No,4,4,Fatal,Thursday,January
1496,2024-10-31,23:07,Delhi,Clear,Dry,Daylight,Auto Rickshaw,38,Male,63,No,1,0,Minor,Thursday,October
1497,2023-11-20,11:59,Pune,Clear,Dry,Daylight,Bus,18,Male,105,No,2,4,Minor,Monday,November
1498,2023-05-26,05:28,Ahmedabad,Snow,Dry,Daylight,Bus,42,Male,72,Yes,4,3,Serious,Friday,May
1499,2023-10-20,17:34,Mumbai,Clear,Icy,Darkness,Bus,49,Female,96,No,2,5,Minor,Friday,October
1500,2024-10-26,13:53,Ahmedabad,Rain,Wet,Daylight,Auto Rickshaw,25,Male,80,Yes,2,0,Serious,Saturday,October
1501,2024-03-07,19:16,Jaipur,Clear,Icy,Darkness,Car,22,Male,86,Yes,3,0,Serious,Thursday,March
1502,2024-12-05,07:55,Hyderabad,Clear,Wet,Twilight,Auto Rickshaw,47,Male,32,No,3,4,Serious,Thursday,December
1503,2024-08-07,03:14,Kolkata,Clear,Dry,Darkness,Car,68,Male,111,Yes,1,5,Minor,Wednesday,August
1504,2024-02-03,19:46,Jaipur,Snow,Wet,Darkness,Bus,25,Male,30,No,4,1,Fatal,Saturday,February
1505,2023-12-10,02:27,Jaipur,Clear,Dry,Darkness,Truck,66,Male,30,No,1,2,Serious,Sunday,December
1506,2023-05-20,23:13,Delhi,Clear,Dry,Daylight,Truck,36,Male,104,No,1,5,Minor,Saturday,May
1507,2023-07-06,19:33,Bangalore,Clear,Dry,Daylight,Car,61,Female,104,Yes,2,4,Minor,Thursday,July
1508,2023-03-02,05:37,Jaipur,Clear,Dry,Twilight,Bus,47,Female,26,No,2,4,Minor,Thursday,March
1509,2024-01-15,11:11,Mumbai,Clear,Snowy,Twilight,Auto Rickshaw,32,Male,36,No,2,2,Serious,Monday,January
1510,2024-12-10,02:48,Chennai,Rain,Dry,Darkness,Truck,53,Male,67,No,1,0,Minor,Tuesday,December
1511,2024-03-15,20:09,Chennai,Clear,Snowy,Daylight,Car,61,Female,33,No,4,0,Minor,Friday,March
1512,2023-11-15,22:30,Mumbai,Clear,Dry,Darkness,Auto Rickshaw,44,Male,82,No,1,1,Serious,Wednesday,November
1513,2023-10-29,20:51,Bangalore,Rain,Dry,Daylight,Bus,30,Male,83,No,1,4,Minor,Sunday,October
1514,2023-12-10,19:00,Bangalore,Clear,Snowy,Daylight,Motorcycle,31,Male,116,No,1,2,Minor,Sunday,December
1515,2023-01-11,17:55,Delhi,Clear,Wet,Daylight,Bus,54,Male,94,Yes,3,4,Serious,Wednesday,January
1516,2023-03-03,16:08,Hyderabad,Clear,Wet,Daylight,Bus,65,Male,96,No,3,3,Minor,Friday,March
1517,2023-08-14,20:02,Ahmedabad,Rain,Dry,Daylight,Auto Rickshaw,47,Female,84,No,4,4,Minor,Monday,August
1518,2023-06-02,01:22,Bangalore,Clear,Dry,Daylight,Auto Rickshaw,56,Female,53,No,3,4,Minor,Friday,June
1519,2024-12-11,19:46,Kolkata,Clear,Wet,Daylight,Bicycle,64,Male,28,No,1,3,Minor,Wednesday,December
1520,2024-07-17,10:53,Delhi,Clear,Wet,Daylight,Bicycle,30,Female,96,Yes,3,3,Serious,Wednesday,July
1521,2024-07-24,16:09,Lucknow,Rain,Dry,Darkness,Auto Rickshaw,33,Male,56,No,3,2,Serious,Wednesday,July
1522,2024-08-06,07:51,Pune,Clear,Icy,Darkness,Auto Rickshaw,61,Male,49,No,1,0,Minor,Tuesday,August
1523,2024-10-21,07:37,Lucknow,Rain,Wet,Daylight,Motorcycle,24,Male,60,No,4,1,Minor,Monday,October
1524,2024-07-28,10:23,Delhi,Fog,Snowy,Daylight,Motorcycle,65,Male,64,No,3,3,Minor,Sunday,July
1525,2023-11-06,12:38,Jaipur,Rain,Wet,Darkness,Bus,44,Male,66,Yes,1,0,Minor,Monday,November
1526,2023-08-31,22:21,Ahmedabad,Clear,Wet,Daylight,Truck,62,Male,26,No,1,2,Serious,Thursday,August
1527,2024-05-07,10:32,Pune,Clear,Dry,Daylight,Motorcycle,52,Female,33,Yes,1,5,Minor,Tuesday,May
1528,2024-01-01,15:44,Lucknow,Clear,Dry,Darkness,Bus,32,Female,67,No,2,4,Minor,Monday,January
1529,2023-11-26,13:03,Pune,Clear,Snowy,Twilight,Car,45,Female,25,No,1,2,Minor,Sunday,November
1530,2023-04-17,06:01,Kolkata,Clear,Dry,Daylight,Bicycle,52,Male,53,No,3,2,Minor,Monday,April
1531,2023-08-14,01:11,Kolkata,Fog,Dry,Daylight,Truck,24,Male,99,Yes,3,3,Minor,Monday,August
1532,2023-08-06,07:02,Kolkata,Clear,Dry,Daylight,Bus,67,Male,119,No,1,1,Minor,Sunday,August
1533,2024-05-20,18:21,Delhi,Clear,Dry,Daylight,Auto Rickshaw,63,Female,65,No,2,3,Minor,Monday,May
1534,2023-09-16,08:33,Ahmedabad,Rain,Snowy,Daylight,Car,67,Male,78,No,2,4,Minor,Saturday,September
1535,2024-05-31,03:57,Delhi,Rain,Snowy,Daylight,Bicycle,68,Male,89,No,2,3,Minor,Friday,May
1536,2023-02-23,02:25,Chennai,Clear,Dry,Daylight,Car,63,Male,27,No,3,4,Serious,Thursday,February
1537,2023-02-16,04:23,Jaipur,Fog,Dry,Twilight,Bus,37,Female,43,Yes,2,3,Minor,Thursday,February
1538,2024-12-27,17:45,Jaipur,Clear,Wet,Darkness,Motorcycle,49,Male,86,No,4,5,Minor,Friday,December
1539,2024-11-19,00:43,Kolkata,Rain,Wet,Darkness,Bicycle,55,Male,23,No,4,1,Fatal,Tuesday,November
1540,2024-06-04,16:17,Chennai,Fog,Icy,Darkness,Car,57,Male,115,Yes,2,5,Minor,Tuesday,June
1541,2023-04-09,00:17,Bangalore,Rain,Dry,Daylight,Motorcycle,49,Female,20,No,4,0,Serious,Sunday,April
1542,2023-01-20,13:55,Bangalore,Rain,Dry,Darkness,Truck,43,Male,53,No,1,1,Minor,Friday,January
1543,2024-07-26,11:20,Kolkata,Clear,Dry,Daylight,Bus,56,Female,28,No,2,3,Minor,Friday,July
1544,2024-05-04,10:25,Lucknow,Clear,Icy,Daylight,Bus,37,Female,82,Yes,2,2,Minor,Saturday,May
1545,2024-02-23,16:04,Delhi,Rain,Wet,Darkness,Bicycle,35,Male,95,No,2,0,Minor,Friday,February
1546,2024-11-20,22:40,Kolkata,Clear,Wet,Darkness,Car,67,Male,29,No,1,2,Serious,Wednesday,November
1547,2023-03-03,16:23,Hyderabad,Fog,Dry,Darkness,Truck,32,Male,29,No,1,5,Minor,Friday,March
1548,2023-05-25,22:04,Pune,Clear,Wet,Daylight,Auto Rickshaw,69,Male,69,No,2,1,Serious,Thursday,May
1549,2023-08-04,08:44,Jaipur,Clear,Wet,Twilight,Bicycle,39,Male,63,Yes,3,0,Fatal,Friday,August
1550,2023-01-03,12:52,Bangalore,Clear,Dry,Twilight,Auto Rickshaw,68,Male,67,No,3,5,Minor,Tuesday,January
1551,2023-06-09,08:18,Mumbai,Clear,Dry,Daylight,Bicycle,39,Male,106,No,4,3,Minor,Friday,June
1552,2023-04-30,23:52,Bangalore,Rain,Dry,Daylight,Car,38,Male,25,No,1,2,Serious,Sunday,April
1553,2023-03-30,03:50,Jaipur,Rain,Dry,Daylight,Truck,19,Male,107,No,4,3,Minor,Thursday,March
1554,2023-11-25,05:02,Pune,Rain,Dry,Twilight,Car,57,Male,43,No,4,4,Minor,Saturday,November
1555,2024-08-02,23:36,Jaipur,Fog,Dry,Daylight,Bus,60,Female,104,No,2,0,Minor,Friday,August
1556,2023-12-23,16:23,Mumbai,Fog,Dry,Daylight,Auto Rickshaw,35,Male,114,No,3,2,Minor,Saturday,December
1557,2024-09-01,19:27,Kolkata,Fog,Dry,Daylight,Motorcycle,40,Male,77,No,4,1,Minor,Sunday,September
1558,2023-09-24,07:44,Chennai,Clear,Dry,Daylight,Bus,30,Female,83,Yes,2,1,Minor,Sunday,September
1559,2024-09-08,10:01,Mumbai,Rain,Snowy,Darkness,Bus,58,Male,113,No,1,1,Serious,Sunday,September
1560,2023-11-19,07:38,Jaipur,Clear,Dry,Daylight,Auto Rickshaw,26,Male,75,No,4,5,Minor,Sunday,November
1561,2024-09-26,18:41,Jaipur,Clear,Wet,Twilight,Bicycle,66,Male,117,No,3,1,Minor,Thursday,September
1562,2024-06-24,19:17,Hyderabad,Rain,Dry,Darkness,Bus,24,Female,101,No,1,2,Fatal,Monday,June
1563,2024-10-10,15:34,Hyderabad,Clear,Wet,Darkness,Truck,58,Male,31,No,2,5,Serious,Thursday,October
1564,2023-07-14,11:22,Ahmedabad,Clear,Dry,Daylight,Bus,18,Female,54,No,1,4,Serious,Friday,July
1565,2023-11-28,17:07,Hyderabad,Clear,Wet,Daylight,Truck,19,Female,90,No,4,1,Minor,Tuesday,November
1566,2023-06-19,19:01,Delhi,Clear,Dry,Daylight,Car,21,Male,108,No,1,1,Minor,Monday,June
1567,2024-06-04,09:41,Chennai,Snow,Wet,Daylight,Bicycle,31,Male,25,No,1,5,Minor,Tuesday,June
1568,2024-04-07,20:27,Pune,Clear,Dry,Daylight,Truck,49,Male,84,No,1,1,Minor,Sunday,April
1569,2023-02-09,05:45,Mumbai,Clear,Wet,Twilight,Bus,53,Male,99,No,3,4,Minor,Thursday,February
1570,2024-06-20,08:31,Jaipur,Clear,Dry,Daylight,Bicycle,19,Male,79,No,4,5,Minor,Thursday,June
1571,2023-09-18,05:18,Ahmedabad,Clear,Dry,Daylight,Bicycle,57,Male,87,No,2,5,Serious,Monday,September
1572,2024-01-30,04:57,Ahmedabad,Snow,Dry,Daylight,Truck,67,Male,48,No,3,0,Serious,Tuesday,January
1573,2023-08-14,23:23,Pune,Clear,Wet,Daylight,Truck,68,Female,57,No,4,5,Minor,Monday,August
1574,2023-05-04,23:44,Chennai,Rain,Icy,Twilight,Motorcycle,31,Male,111,No,2,1,Minor,Thursday,May
1575,2023-02-07,17:51,Mumbai,Rain,Wet,Daylight,Motorcycle,37,Male,41,No,2,5,Minor,Tuesday,February
1576,2023-11-24,07:17,Bangalore,Snow,Dry,Daylight,Bicycle,42,Male,27,No,2,1,Minor,Friday,November
1577,2023-09-08,13:06,Hyderabad,Rain,Dry,Darkness,Auto Rickshaw,59,Male,82,No,4,1,Serious,Friday,September
1578,2023-06-25,06:30,Kolkata,Fog,Snowy,Daylight,Auto Rickshaw,66,Female,115,No,2,5,Minor,Sunday,June
1579,2024-08-24,19:01,Ahmedabad,Clear,Dry,Daylight,Motorcycle,25,Male,116,No,2,0,Minor,Saturday,August
1580,2024-03-29,00:48,Hyderabad,Clear,Wet,Daylight,Bus,45,Male,32,No,3,1,Serious,Friday,March
1581,2023-02-06,15:03,Hyderabad,Clear,Snowy,Daylight,Car,63,Male,46,No,2,0,Minor,Monday,February
1582,2023-11-12,11:49,Delhi,Fog,Snowy,Daylight,Bicycle,38,Male,37,No,1,0,Minor,Sunday,November
1583,2024-11-18,21:31,Chennai,Clear,Dry,Daylight,Car,40,Male,37,No,3,5,Minor,Monday,November
1584,2024-08-15,10:40,Kolkata,Clear,Dry,Darkness,Motorcycle,49,Male,96,No,3,3,Minor,Thursday,August
1585,2023-04-24,02:46,Bangalore,Clear,Dry,Daylight,Truck,25,Female,105,No,4,3,Serious,Monday,April
1586,2023-02-09,17:55,Jaipur,Clear,Wet,Darkness,Bicycle,48,Female,81,No,2,1,Fatal,Thursday,February
1587,2023-10-28,04:12,Delhi,Clear,Dry,Darkness,Motorcycle,54,Male,33,No,1,2,Minor,Saturday,October
1588,2023-08-12,09:13,Hyderabad,Windy,Dry,Daylight,Bus,33,Male,30,No,1,3,Minor,Saturday,August
1589,2023-11-14,11:49,Hyderabad,Clear,Dry,Daylight,Bicycle,57,Male,105,No,2,5,Serious,Tuesday,November
1590,2023-12-15,10:06,Lucknow,Rain,Dry,Daylight,Bicycle,59,Male,119,No,2,5,Serious,Friday,December
1591,2023-04-25,05:55,Kolkata,Rain,Wet,Darkness,Auto Rickshaw,44,Male,36,No,4,3,Minor,Tuesday,April
1592,2024-11-28,03:08,Kolkata,Clear,Wet,Darkness,Truck,57,Male,70,No,1,2,Minor,Thursday,November
1593,2023-11-19,13:23,Lucknow,Clear,Dry,Darkness,Bicycle,58,Male,115,Yes,3,4,Minor,Sunday,November
1594,2024-07-21,03:43,Kolkata,Clear,Dry,Daylight,Truck,35,Male,33,No,4,1,Serious,Sunday,July
1595,2023-02-09,02:11,Hyderabad,Clear,Snowy,Twilight,Motorcycle,52,Male,76,Yes,4,4,Serious,Thursday,February
1596,2023-02-09,05:33,Ahmedabad,Rain,Dry,Daylight,Bus,66,Male,112,No,3,4,Serious,Thursday,February
1597,2023-10-16,19:41,Mumbai,Clear,Wet,Daylight,Bus,69,Male,25,No,4,0,Minor,Monday,October
1598,2023-09-19,18:59,Hyderabad,Clear,Snowy,Daylight,Bicycle,32,Male,76,No,2,0,Serious,Tuesday,September
1599,2023-08-04,15:32,Delhi,Rain,Dry,Daylight,Bicycle,44,Male,23,No,3,1,Minor,Friday,August
1600,2023-05-27,09:36,Chennai,Snow,Dry,Daylight,Motorcycle,34,Female,30,No,3,2,Minor,Saturday,May
1601,2023-12-02,02:11,Lucknow,Fog,Snowy,Darkness,Auto Rickshaw,57,Male,93,No,1,0,Serious,Saturday,December
1602,2023-06-17,07:04,Bangalore,Fog,Dry,Darkness,Auto Rickshaw,19,Female,111,Yes,3,3,Minor,Saturday,June
1603,2023-04-02,13:26,Jaipur,Fog,Dry,Darkness,Auto Rickshaw,66,Male,30,Yes,4,1,Minor,Sunday,April
1604,2023-12-19,02:20,Bangalore,Clear,Dry,Daylight,Truck,67,Male,118,No,1,5,Minor,Tuesday,December
1605,2024-07-24,12:59,Hyderabad,Fog,Dry,Darkness,Auto Rickshaw,48,Male,98,Yes,4,4,Minor,Wednesday,July
1606,2024-07-24,11:58,Delhi,Clear,Wet,Daylight,Bus,54,Male,27,No,2,1,Fatal,Wednesday,July
1607,2024-11-11,05:12,Hyderabad,Rain,Snowy,Daylight,Truck,58,Female,103,No,2,5,Serious,Monday,November
1608,2023-12-29,03:57,Chennai,Rain,Wet,Daylight,Motorcycle,58,Male,78,No,1,5,Minor,Friday,December
1609,2024-07-10,14:36,Ahmedabad,Clear,Dry,Daylight,Bus,51,Male,40,No,1,0,Minor,Wednesday,July
1610,2023-12-11,12:23,Jaipur,Fog,Dry,Daylight,Bus,51,Male,84,No,4,5,Serious,Monday,December
1611,2024-11-23,22:32,Chennai,Snow,Wet,Daylight,Car,68,Male,112,Yes,2,2,Minor,Saturday,November
1612,2023-06-19,09:50,Lucknow,Clear,Dry,Daylight,Motorcycle,20,Male,43,No,1,5,Minor,Monday,June
1613,2023-12-22,06:03,Lucknow,Fog,Wet,Twilight,Motorcycle,34,Male,49,Yes,2,5,Serious,Friday,December
1614,2023-07-10,14:25,Hyderabad,Clear,Dry,Daylight,Car,31,Female,118,No,2,4,Minor,Monday,July
1615,2024-10-28,23:45,Delhi,Rain,Wet,Twilight,Truck,31,Male,116,No,2,2,Fatal,Monday,October
1616,2024-02-26,03:18,Chennai,Clear,Dry,Darkness,Auto Rickshaw,63,Male,103,Yes,4,1,Minor,Monday,February
1617,2024-11-30,19:51,Pune,Rain,Dry,Daylight,Auto Rickshaw,55,Male,76,No,4,2,Minor,Saturday,November
1618,2023-01-07,19:14,Delhi,Snow,Dry,Darkness,Auto Rickshaw,52,Female,99,Yes,2,2,Serious,Saturday,January
1619,2023-05-13,14:06,Ahmedabad,Fog,Dry,Daylight,Auto Rickshaw,18,Female,92,No,2,1,Minor,Saturday,May
1620,2024-07-10,16:40,Lucknow,Fog,Dry,Darkness,Auto Rickshaw,65,Male,114,No,2,4,Minor,Wednesday,July
1621,2023-01-31,10:13,Hyderabad,Clear,Wet,Daylight,Car,46,Male,36,No,3,5,Minor,Tuesday,January
1622,2024-06-18,02:43,Kolkata,Snow,Wet,Twilight,Motorcycle,21,Male,78,No,3,2,Serious,Tuesday,June
1623,2024-03-01,13:08,Lucknow,Clear,Wet,Darkness,Truck,50,Male,50,No,4,2,Minor,Friday,March
1624,2024-01-29,14:29,Jaipur,Fog,Icy,Darkness,Bus,34,Female,83,No,2,1,Minor,Monday,January
1625,2024-11-02,17:02,Mumbai,Clear,Dry,Darkness,Auto Rickshaw,45,Male,67,No,3,3,Minor,Saturday,November
1626,2023-12-29,10:26,Kolkata,Clear,Dry,Daylight,Car,67,Male,42,Yes,1,2,Minor,Friday,December
1627,2024-03-12,09:58,Hyderabad,Rain,Dry,Daylight,Truck,43,Male,89,Yes,1,0,Fatal,Tuesday,March
1628,2024-10-31,09:23,Pune,Clear,Wet,Daylight,Truck,25,Male,49,No,2,5,Serious,Thursday,October
1629,2024-07-04,00:42,Kolkata,Clear,Dry,Daylight,Truck,51,Female,74,No,3,5,Minor,Thursday,July
1630,2023-03-23,01:56,Jaipur,Clear,Wet,Daylight,Car,35,Male,26,No,1,4,Serious,Thursday,March
1631,2023-12-22,08:40,Delhi,Clear,Dry,Darkness,Bus,48,Male,94,No,4,2,Minor,Friday,December
1632,2023-09-15,02:19,Pune,Clear,Snowy,Daylight,Auto Rickshaw,44,Female,117,No,1,1,Minor,Friday,September
1633,2024-12-18,07:52,Lucknow,Clear,Snowy,Twilight,Truck,33,Male,31,Yes,4,0,Minor,Wednesday,December
1634,2024-08-11,07:55,Pune,Clear,Dry,Darkness,Car,27,Male,79,No,1,1,Minor,Sunday,August
1635,2024-06-07,14:05,Chennai,Clear,Dry,Daylight,Motorcycle,57,Male,71,No,1,2,Minor,Friday,June
1636,2023-10-22,10:26,Jaipur,Rain,Wet,Twilight,Car,29,Male,46,No,3,0,Minor,Sunday,October
1637,2023-08-12,23:09,Kolkata,Clear,Dry,Daylight,Car,39,Male,31,No,1,4,Fatal,Saturday,August
1638,2024-06-08,18:55,Chennai,Snow,Dry,Darkness,Car,33,Male,32,No,1,4,Serious,Saturday,June
1639,2023-02-15,03:05,Pune,Fog,Wet,Daylight,Truck,29,Male,91,No,4,4,Serious,Wednesday,February
1640,2024-10-28,11:56,Chennai,Clear,Dry,Daylight,Car,28,Male,99,No,4,3,Minor,Monday,October
1641,2023-04-23,12:47,Bangalore,Fog,Wet,Daylight,Motorcycle,37,Male,81,Yes,1,1,Minor,Sunday,April
1642,2023-08-21,09:21,Jaipur,Fog,Wet,Daylight,Truck,68,Male,48,Yes,2,2,Serious,Monday,August
1643,2023-01-17,04:16,Ahmedabad,Windy,Dry,Daylight,Motorcycle,18,Male,54,No,1,0,Minor,Tuesday,January
1644,2023-12-26,08:42,Delhi,Rain,Dry,Daylight,Bicycle,44,Female,79,No,1,5,Serious,Tuesday,December
1645,2023-08-11,01:21,Pune,Clear,Dry,Daylight,Car,20,Male,48,Yes,3,5,Minor,Friday,August
1646,2024-11-30,10:17,Jaipur,Rain,Wet,Twilight,Auto Rickshaw,29,Male,50,No,1,1,Fatal,Saturday,November
1647,2024-03-23,03:07,Ahmedabad,Rain,Dry,Daylight,Auto Rickshaw,47,Female,96,No,1,2,Minor,Saturday,March
1648,2023-12-31,17:46,Ahmedabad,Rain,Snowy,Daylight,Truck,26,Male,95,Yes,4,3,Minor,Sunday,December
1649,2024-11-05,19:25,Hyderabad,Clear,Dry,Darkness,Auto Rickshaw,54,Male,80,No,4,2,Minor,Tuesday,November
1650,2023-11-22,21:12,Chennai,Fog,Dry,Darkness,Truck,18,Male,21,No,4,1,Serious,Wednesday,November
1651,2024-04-11,22:26,Ahmedabad,Windy,Dry,Twilight,Car,59,Male,52,No,4,2,Minor,Thursday,April
1652,2024-02-18,16:18,Bangalore,Clear,Dry,Daylight,Bus,66,Male,91,No,1,5,Serious,Sunday,February
1653,2024-03-30,00:32,Jaipur,Clear,Dry,Daylight,Bus,21,Female,81,No,2,5,Minor,Saturday,March
1654,2024-08-08,11:56,Mumbai,Clear,Dry,Daylight,Motorcycle,32,Male,78,No,3,0,Minor,Thursday,August
1655,2023-08-21,22:49,Mumbai,Fog,Dry,Daylight,Car,68,Male,59,No,3,3,Minor,Monday,August
1656,2023-08-12,03:57,Pune,Rain,Dry,Darkness,Auto Rickshaw,44,Male,68,No,2,5,Minor,Saturday,August
1657,2024-02-16,21:20,Lucknow,Rain,Dry,Daylight,Car,25,Male,51,No,2,0,Minor,Friday,February
1658,2024-07-25,00:09,Chennai,Clear,Wet,Twilight,Bicycle,40,Female,57,No,3,3,Minor,Thursday,July
1659,2023-12-01,06:27,Lucknow,Rain,Dry,Daylight,Bus,32,Male,111,No,1,5,Serious,Friday,December
1660,2023-08-10,15:13,Ahmedabad,Clear,Dry,Twilight,Auto Rickshaw,44,Male,98,Yes,3,3,Minor,Thursday,August
1661,2023-02-06,12:36,Jaipur,Clear,Wet,Daylight,Bus,48,Male,106,No,2,2,Serious,Monday,February
1662,2023-10-05,18:54,Pune,Fog,Dry,Darkness,Car,56,Male,107,No,1,0,Serious,Thursday,October
1663,2023-07-15,02:15,Kolkata,Windy,Wet,Twilight,Auto Rickshaw,64,Male,32,No,3,3,Minor,Saturday,July
1664,2024-04-28,21:38,Ahmedabad,Snow,Dry,Twilight,Motorcycle,25,Male,104,No,1,3,Minor,Sunday,April
1665,2023-08-30,01:47,Chennai,Snow,Dry,Daylight,Car,47,Female,73,No,1,2,Fatal,Wednesday,August
1666,2023-11-20,04:26,Mumbai,Clear,Snowy,Daylight,Motorcycle,59,Male,95,No,2,5,Minor,Monday,November
1667,2023-07-11,14:53,Hyderabad,Clear,Dry,Darkness,Auto Rickshaw,35,Male,32,No,4,5,Serious,Tuesday,July
1668,2023-01-17,00:21,Jaipur,Rain,Wet,Daylight,Bus,21,Male,58,No,3,1,Minor,Tuesday,January
1669,2024-06-07,04:21,Delhi,Snow,Dry,Daylight,Bicycle,64,Male,42,No,2,1,Minor,Friday,June
1670,2024-02-05,02:15,Lucknow,Clear,Wet,Daylight,Truck,60,Male,111,Yes,3,5,Minor,Monday,February
1671,2024-12-05,22:06,Pune,Clear,Snowy,Daylight,Bus,39,Male,33,Yes,4,4,Minor,Thursday,December
1672,2023-01-22,21:43,Lucknow,Clear,Dry,Daylight,Motorcycle,20,Male,36,No,4,4,Serious,Sunday,January
1673,2024-04-18,19:03,Jaipur,Rain,Wet,Daylight,Car,32,Male,43,No,4,3,Minor,Thursday,April
1674,2023-04-30,15:05,Lucknow,Clear,Dry,Daylight,Auto Rickshaw,52,Male,77,No,4,5,Serious,Sunday,April
1675,2023-07-29,14:25,Jaipur,Clear,Wet,Daylight,Bus,64,Female,82,No,3,1,Serious,Saturday,July
1676,2023-11-02,17:34,Lucknow,Clear,Dry,Daylight,Bicycle,55,Male,53,No,1,3,Minor,Thursday,November
1677,2023-09-27,06:19,Bangalore,Clear,Snowy,Daylight,Auto Rickshaw,50,Male,70,No,1,0,Fatal,Wednesday,September
1678,2024-12-04,13:07,Kolkata,Fog,Dry,Daylight,Motorcycle,31,Male,105,No,4,1,Minor,Wednesday,December
1679,2024-11-17,04:02,Ahmedabad,Clear,Dry,Twilight,Auto Rickshaw,65,Male,29,Yes,4,1,Minor,Sunday,November
1680,2023-10-12,07:33,Ahmedabad,Rain,Snowy,Twilight,Auto Rickshaw,18,Male,91,No,1,1,Serious,Thursday,October
1681,2024-12-16,01:58,Chennai,Rain,Wet,Twilight,Car,66,Male,40,No,2,4,Minor,Monday,December
1682,2024-11-06,10:22,Delhi,Fog,Dry,Darkness,Truck,43,Male,56,No,4,2,Minor,Wednesday,November
1683,2023-08-15,13:01,Delhi,Clear,Dry,Daylight,Motorcycle,25,Male,26,No,1,2,Minor,Tuesday,August
1684,2024-01-16,07:03,Chennai,Windy,Dry,Darkness,Car,67,Male,109,Yes,2,4,Minor,Tuesday,January
1685,2024-04-04,16:15,Hyderabad,Rain,Dry,Daylight,Truck,33,Male,32,No,1,5,Serious,Thursday,April
1686,2023-01-07,23:26,Ahmedabad,Windy,Dry,Darkness,Car,55,Male,99,No,2,5,Minor,Saturday,January
1687,2023-01-29,07:54,Hyderabad,Snow,Wet,Daylight,Truck,27,Female,49,No,3,4,Minor,Sunday,January
1688,2023-02-02,19:51,Jaipur,Clear,Dry,Darkness,Truck,59,Male,50,No,2,4,Minor,Thursday,February
1689,2024-10-07,09:42,Jaipur,Clear,Wet,Daylight,Truck,54,Female,24,No,4,5,Serious,Monday,October
1690,2023-03-20,07:56,Mumbai,Clear,Wet,Daylight,Car,43,Female,51,No,2,2,Fatal,Monday,March
1691,2024-04-03,04:19,Lucknow,Rain,Dry,Darkness,Auto Rickshaw,45,Female,35,Yes,2,3,Minor,Wednesday,April
1692,2024-07-23,21:20,Delhi,Clear,Dry,Daylight,Truck,29,Male,92,No,4,4,Minor,Tuesday,July
1693,2024-06-21,12:06,Mumbai,Clear,Dry,Daylight,Auto Rickshaw,37,Female,41,No,3,3,Minor,Friday,June
1694,2024-04-26,16:21,Kolkata,Clear,Dry,Daylight,Motorcycle,66,Male,83,No,2,3,Minor,Friday,April
1695,2024-03-05,02:20,Chennai,Clear,Wet,Daylight,Bicycle,31,Male,63,No,3,0,Minor,Tuesday,March
1696,2023-10-12,19:00,Chennai,Clear,Dry,Daylight,Auto Rickshaw,63,Male,59,No,1,2,Minor,Thursday,October
1697,2024-05-30,04:21,Jaipur,Clear,Wet,Twilight,Bicycle,52,Male,56,No,1,3,Fatal,Thursday,May
1698,2023-04-09,05:53,Ahmedabad,Clear,Dry,Daylight,Truck,46,Male,97,Yes,4,2,Minor,Sunday,April
1699,2024-02-01,14:15,Hyderabad,Clear,Dry,Daylight,Bicycle,29,Male,35,No,3,2,Fatal,Thursday,February
1700,2024-05-03,03:09,Delhi,Clear,Dry,Daylight,Bicycle,69,Male,62,Yes,4,0,Serious,Friday,May
1701,2023-02-08,17:09,Mumbai,Clear,Dry,Darkness,Truck,35,Male,103,Yes,4,5,Minor,Wednesday,February
1702,2023-09-28,04:46,Hyderabad,Fog,Dry,Darkness,Auto Rickshaw,61,Male,82,No,2,2,Serious,Thursday,September
1703,2023-06-06,02:29,Mumbai,Rain,Dry,Darkness,Truck,19,Male,34,Yes,1,3,Minor,Tuesday,June
1704,2023-03-16,07:44,Lucknow,Clear,Snowy,Darkness,Motorcycle,19,Female,63,No,4,5,Serious,Thursday,March
1705,2023-05-10,02:45,Kolkata,Clear,Wet,Twilight,Bus,34,Male,109,No,2,5,Serious,Wednesday,May
1706,2024-11-17,20:45,Kolkata,Fog,Dry,Darkness,Car,27,Male,28,No,2,1,Minor,Sunday,November
1707,2023-03-25,13:10,Hyderabad,Fog,Dry,Darkness,Truck,35,Female,84,No,3,3,Minor,Saturday,March
1708,2023-01-22,04:43,Hyderabad,Fog,Dry,Daylight,Truck,39,Male,118,No,1,3,Minor,Sunday,January
1709,2024-04-03,13:17,Hyderabad,Rain,Dry,Darkness,Bicycle,36,Male,63,No,3,2,Minor,Wednesday,April
1710,2024-06-22,00:00,Mumbai,Clear,Dry,Daylight,Motorcycle,18,Female,39,No,3,3,Fatal,Saturday,June
1711,2024-12-07,23:40,Lucknow,Clear,Dry,Darkness,Bicycle,41,Female,89,Yes,4,1,Minor,Saturday,December
1712,2024-01-17,23:04,Bangalore,Clear,Dry,Darkness,Auto Rickshaw,53,Male,93,No,3,2,Serious,Wednesday,January
